id,label,title,color,size,type,in_degree,out_degree
tests/coruja/htmlcov/z_fcab7170a69fadad___init___py.html,z_fcab7170a69fadad___init___py.html,tests/coruja/htmlcov/z_fcab7170a69fadad___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/style_cb_718ce007.css,style_cb_718ce007.css,tests/coruja/htmlcov/style_cb_718ce007.css,#1f77b4,10,css,0,0
tests/coruja/htmlcov/coverage_html_cb_497bf287.js,coverage_html_cb_497bf287.js,tests/coruja/htmlcov/coverage_html_cb_497bf287.js,#1f77b4,10,js,0,0
.github/workflows/code-health.yml,code-health.yml,.github/workflows/code-health.yml,#9467bd,10,yml,0,0
.github/workflows/dependency_security.yml,dependency_security.yml,.github/workflows/dependency_security.yml,#9467bd,10,yml,0,0
.github/workflows/django.yml,django.yml,.github/workflows/django.yml,#9467bd,10,yml,0,0
.github/workflows/docstring_coverage.yml,docstring_coverage.yml,.github/workflows/docstring_coverage.yml,#9467bd,10,yml,0,0
.github/workflows/docstring_quality.yml,docstring_quality.yml,.github/workflows/docstring_quality.yml,#9467bd,10,yml,0,0
.github/workflows/gh-pages.yml,gh-pages.yml,.github/workflows/gh-pages.yml,#9467bd,10,yml,0,0
.github/workflows/git_history_analysis.yml,git_history_analysis.yml,.github/workflows/git_history_analysis.yml,#9467bd,10,yml,0,0
.github/workflows/lint.yml,lint.yml,.github/workflows/lint.yml,#9467bd,10,yml,0,0
.github/workflows/linting.yml,linting.yml,.github/workflows/linting.yml,#9467bd,10,yml,0,0
.github/workflows/protocol_adherence.yml,protocol_adherence.yml,.github/workflows/protocol_adherence.yml,#9467bd,10,yml,0,0
.github/workflows/schema_validation.yml,schema_validation.yml,.github/workflows/schema_validation.yml,#9467bd,10,yml,0,0
.github/workflows/test_coverage.yml,test_coverage.yml,.github/workflows/test_coverage.yml,#9467bd,10,yml,0,0
.github/workflows/type_checking.yml,type_checking.yml,.github/workflows/type_checking.yml,#9467bd,10,yml,0,0
.github/workflows/update-cross-ref-visualization.yml,update-cross-ref-visualization.yml,.github/workflows/update-cross-ref-visualization.yml,#9467bd,16,yml,0,6
.github/workflows/validate-cross-references.yml,validate-cross-references.yml,.github/workflows/validate-cross-references.yml,#9467bd,10,yml,0,0
CODE_OF_CONDUCT.md,CODE_OF_CONDUCT.md,CODE_OF_CONDUCT.md,#2ca02c,10,md,0,0
CONTRIBUTING.md,CONTRIBUTING.md,CONTRIBUTING.md,#2ca02c,10,md,0,0
setup.py,setup.py,setup.py,#ff7f0e,10,py,0,0
requirements.txt,requirements.txt,requirements.txt,#1f77b4,10,txt,0,0
